x1,x2,y
2018,AT,140.7138134320991
2025,AT,19.72618029968132
2030,AT,13.705390817366261
2035,AT,2.2508548581480734
2040,AT,1.8784001818679932
2045,AT,1.6901861934663718
2050,AT,0.8708271641219262
2018,BE,143.97157824801752
2025,BE,164.00766815605803
2030,BE,145.1585314682972
2035,BE,151.15040479023634
2040,BE,103.25576133515428
2045,BE,62.07379954793553
2050,BE,34.352829999931814
2018,BG,281.44852487785664
2025,BG,136.47529460229453
2030,BG,166.44827635773814
2035,BG,74.43417035894606
2040,BG,133.14483141191002
2045,BG,29.867853093013803
2050,BG,12.05218982932244
2018,CH,110.84287813961649
2025,CH,15.468853421733826
2030,CH,9.679295084734083
2035,CH,2.8240212560431734
2040,CH,5.285900476451651
2045,CH,5.813078858620039
2050,CH,4.707137826099082
2018,CZ,120.75595869615289
2025,CZ,26.945985670000784
2030,CZ,15.452149656080145
2035,CZ,3.93426623833829
2040,CZ,1.2353051153324475
2045,CZ,0.7999903626643063
2050,CZ,0.31134257761623646
2018,DE,1203.465026214317
2025,DE,469.97671311393714
2030,DE,626.81675312962
2035,DE,330.1664321906076
2040,DE,240.16130307618945
2045,DE,157.92377094356857
2050,DE,121.47228028126487
2018,DK,52.559341284398116
2025,DK,10.66662122502826
2030,DK,5.3020738150178754
2035,DK,6.150047573959741
2040,DK,20.944475085568044
2045,DK,9.719595401281959
2050,DK,8.100832889661044
2018,EE,16.456541775922158
2025,EE,3.917926195768216
2030,EE,1.8912339405341314
2035,EE,0.15211987090107867
2040,EE,2.2926649555195664
2045,EE,3.550327375947647
2050,EE,0.03671802764152726
2018,ES,692.0845002008904
2025,ES,89.03930470776905
2030,ES,49.10894784392956
2035,ES,29.953962728127006
2040,ES,37.474312366772274
2045,ES,20.08235893843965
2050,ES,24.4353131146332
2018,FI,20.200018846826516
2025,FI,2.8205133235348594
2030,FI,14.351346366883467
2035,FI,28.282449325639927
2040,FI,14.317778763049631
2045,FI,11.143049141372098
2050,FI,16.790932546231065
