Region,Fuel,Year,Value,Variable
GR,Biomass,2025,4.022037975171501,Fuel Costs in MEUR/PJ
HR,Biomass,2025,4.022037975171502,Fuel Costs in MEUR/PJ
HU,Biomass,2025,4.022037975171501,Fuel Costs in MEUR/PJ
IE,Biomass,2025,4.022037975171502,Fuel Costs in MEUR/PJ
IT,Biomass,2025,4.022037975171502,Fuel Costs in MEUR/PJ
LT,Biomass,2025,4.022037975171502,Fuel Costs in MEUR/PJ
LU,Biomass,2025,4.022037975171502,Fuel Costs in MEUR/PJ
LV,Biomass,2025,4.022037975171501,Fuel Costs in MEUR/PJ
NL,Biomass,2025,4.022037975171503,Fuel Costs in MEUR/PJ
NO,Biomass,2025,4.022037975171502,Fuel Costs in MEUR/PJ
PL,Biomass,2025,4.022037975171502,Fuel Costs in MEUR/PJ
PT,Biomass,2025,4.022037975171502,Fuel Costs in MEUR/PJ
RO,Biomass,2025,4.022037975171502,Fuel Costs in MEUR/PJ
SE,Biomass,2025,4.022037975171502,Fuel Costs in MEUR/PJ
SI,Biomass,2025,4.022037975171502,Fuel Costs in MEUR/PJ
SK,Biomass,2025,4.022037975171503,Fuel Costs in MEUR/PJ
TR,Biomass,2025,4.022037975171502,Fuel Costs in MEUR/PJ
UK,Biomass,2025,4.022037975171501,Fuel Costs in MEUR/PJ
NONEU_Balkan,Biomass,2025,4.022037975171502,Fuel Costs in MEUR/PJ
AT,Hardcoal,2025,2.3615033364,Fuel Costs in MEUR/PJ
BE,Hardcoal,2025,2.3615033364,Fuel Costs in MEUR/PJ
BG,Hardcoal,2025,1.7966063786008233,Fuel Costs in MEUR/PJ
CH,Hardcoal,2025,2.3615033364,Fuel Costs in MEUR/PJ
CZ,Hardcoal,2025,1.7966063786008228,Fuel Costs in MEUR/PJ
DE,Hardcoal,2025,1.796606378600823,Fuel Costs in MEUR/PJ
DK,Hardcoal,2025,2.3615033364,Fuel Costs in MEUR/PJ
EE,Hardcoal,2025,2.3615033364,Fuel Costs in MEUR/PJ
ES,Hardcoal,2025,1.796606378600823,Fuel Costs in MEUR/PJ
FI,Hardcoal,2025,2.3615033364,Fuel Costs in MEUR/PJ
FR,Hardcoal,2025,2.3615033364,Fuel Costs in MEUR/PJ
GR,Hardcoal,2025,2.3615033364,Fuel Costs in MEUR/PJ
HR,Hardcoal,2025,1.7966063786008233,Fuel Costs in MEUR/PJ
HU,Hardcoal,2025,1.796606378600823,Fuel Costs in MEUR/PJ
IE,Hardcoal,2025,2.3615033364,Fuel Costs in MEUR/PJ
IT,Hardcoal,2025,2.3615033364,Fuel Costs in MEUR/PJ
LT,Hardcoal,2025,2.3615033364,Fuel Costs in MEUR/PJ
LU,Hardcoal,2025,2.3615033364,Fuel Costs in MEUR/PJ
LV,Hardcoal,2025,2.3615033364,Fuel Costs in MEUR/PJ
NL,Hardcoal,2025,2.3615033364,Fuel Costs in MEUR/PJ
NO,Hardcoal,2025,2.3615033364,Fuel Costs in MEUR/PJ
PL,Hardcoal,2025,1.796606378600823,Fuel Costs in MEUR/PJ
PT,Hardcoal,2025,1.796606378600823,Fuel Costs in MEUR/PJ
RO,Hardcoal,2025,1.796606378600823,Fuel Costs in MEUR/PJ
SE,Hardcoal,2025,2.3615033364,Fuel Costs in MEUR/PJ
SI,Hardcoal,2025,1.7966063786008233,Fuel Costs in MEUR/PJ
SK,Hardcoal,2025,1.796606378600823,Fuel Costs in MEUR/PJ
TR,Hardcoal,2025,2.3615033364,Fuel Costs in MEUR/PJ
UK,Hardcoal,2025,1.7966063786008228,Fuel Costs in MEUR/PJ
NONEU_Balkan,Hardcoal,2025,1.7966063786008233,Fuel Costs in MEUR/PJ
AT,H2,2025,15.53006088702865,Fuel Costs in MEUR/PJ
BE,H2,2025,35.0,Fuel Costs in MEUR/PJ
BG,H2,2025,19.532855010971026,Fuel Costs in MEUR/PJ
CH,H2,2025,12.820627920173983,Fuel Costs in MEUR/PJ
CZ,H2,2025,12.563221786850852,Fuel Costs in MEUR/PJ
DE,H2,2025,35.0,Fuel Costs in MEUR/PJ
DK,H2,2025,35.0,Fuel Costs in MEUR/PJ
EE,H2,2025,35.0,Fuel Costs in MEUR/PJ
ES,H2,2025,12.529717494500098,Fuel Costs in MEUR/PJ
FI,H2,2025,14.919830048561323,Fuel Costs in MEUR/PJ
FR,H2,2025,16.250850546716478,Fuel Costs in MEUR/PJ
GR,H2,2025,10.747063417306268,Fuel Costs in MEUR/PJ
HR,H2,2025,10.46662510829711,Fuel Costs in MEUR/PJ
HU,H2,2025,12.029450750028547,Fuel Costs in MEUR/PJ
IE,H2,2025,35.0,Fuel Costs in MEUR/PJ
IT,H2,2025,12.822559916272994,Fuel Costs in MEUR/PJ
LT,H2,2025,9.091686442001233,Fuel Costs in MEUR/PJ
LU,H2,2025,9.266337965796607,Fuel Costs in MEUR/PJ
LV,H2,2025,35.0,Fuel Costs in MEUR/PJ
NL,H2,2025,35.0,Fuel Costs in MEUR/PJ
NO,H2,2025,11.228667929528015,Fuel Costs in MEUR/PJ
PL,H2,2025,11.799202810527552,Fuel Costs in MEUR/PJ
PT,H2,2025,14.477431305250743,Fuel Costs in MEUR/PJ
RO,H2,2025,35.0,Fuel Costs in MEUR/PJ
SE,H2,2025,35.0,Fuel Costs in MEUR/PJ
SI,H2,2025,11.20692299412237,Fuel Costs in MEUR/PJ
SK,H2,2025,10.90900724317456,Fuel Costs in MEUR/PJ
TR,H2,2025,12.963807812645854,Fuel Costs in MEUR/PJ
UK,H2,2025,35.0,Fuel Costs in MEUR/PJ
NONEU_Balkan,H2,2025,9.977629409975444,Fuel Costs in MEUR/PJ
AT,Gas_Natural,2025,6.909586807084083,Fuel Costs in MEUR/PJ
BE,Gas_Natural,2025,6.909586807084083,Fuel Costs in MEUR/PJ
BG,Gas_Natural,2025,6.909586807084083,Fuel Costs in MEUR/PJ
CH,Gas_Natural,2025,6.909586807084083,Fuel Costs in MEUR/PJ
CZ,Gas_Natural,2025,6.909586807084083,Fuel Costs in MEUR/PJ
DE,Gas_Natural,2025,6.909586807084083,Fuel Costs in MEUR/PJ
DK,Gas_Natural,2025,6.909586807084083,Fuel Costs in MEUR/PJ
EE,Gas_Natural,2025,6.909586807084083,Fuel Costs in MEUR/PJ
ES,Gas_Natural,2025,6.909586807084083,Fuel Costs in MEUR/PJ
FI,Gas_Natural,2025,6.909586807084083,Fuel Costs in MEUR/PJ
FR,Gas_Natural,2025,6.909586807084083,Fuel Costs in MEUR/PJ
GR,Gas_Natural,2025,6.909586807084083,Fuel Costs in MEUR/PJ
HR,Gas_Natural,2025,6.909586807084083,Fuel Costs in MEUR/PJ
HU,Gas_Natural,2025,5.644630754743143,Fuel Costs in MEUR/PJ
IE,Gas_Natural,2025,6.909586807084083,Fuel Costs in MEUR/PJ
IT,Gas_Natural,2025,6.909586807084083,Fuel Costs in MEUR/PJ
LT,Gas_Natural,2025,6.909586807084083,Fuel Costs in MEUR/PJ
LU,Gas_Natural,2025,6.909586807084083,Fuel Costs in MEUR/PJ
LV,Gas_Natural,2025,6.909586807084083,Fuel Costs in MEUR/PJ
NL,Gas_Natural,2025,5.644630754743143,Fuel Costs in MEUR/PJ
NO,Gas_Natural,2025,5.644630754743143,Fuel Costs in MEUR/PJ
PL,Gas_Natural,2025,5.644630754743141,Fuel Costs in MEUR/PJ
PT,Gas_Natural,2025,6.909586807084083,Fuel Costs in MEUR/PJ
RO,Gas_Natural,2025,5.644630754743142,Fuel Costs in MEUR/PJ
SE,Gas_Natural,2025,5.644630754743144,Fuel Costs in MEUR/PJ
SI,Gas_Natural,2025,6.909586807084083,Fuel Costs in MEUR/PJ
SK,Gas_Natural,2025,5.644630754743143,Fuel Costs in MEUR/PJ
TR,Gas_Natural,2025,6.909586807084083,Fuel Costs in MEUR/PJ
UK,Gas_Natural,2025,5.644630754743142,Fuel Costs in MEUR/PJ
NONEU_Balkan,Gas_Natural,2025,6.909586807084083,Fuel Costs in MEUR/PJ
AT,Nuclear,2025,0.6535334884160756,Fuel Costs in MEUR/PJ
BE,Nuclear,2025,0.6535334884160756,Fuel Costs in MEUR/PJ
BG,Nuclear,2025,0.6535334884160756,Fuel Costs in MEUR/PJ
CH,Nuclear,2025,0.6535334884160756,Fuel Costs in MEUR/PJ
CZ,Nuclear,2025,0.6535334884160755,Fuel Costs in MEUR/PJ
DE,Nuclear,2025,0.6535334884160756,Fuel Costs in MEUR/PJ
DK,Nuclear,2025,0.6535334884160756,Fuel Costs in MEUR/PJ
EE,Nuclear,2025,0.6535334884160756,Fuel Costs in MEUR/PJ
ES,Nuclear,2025,0.6535334884160756,Fuel Costs in MEUR/PJ
FI,Nuclear,2025,0.6535334884160756,Fuel Costs in MEUR/PJ
FR,Nuclear,2025,0.6535334884160756,Fuel Costs in MEUR/PJ
GR,Nuclear,2025,0.6535334884160756,Fuel Costs in MEUR/PJ
HR,Nuclear,2025,0.6535334884160756,Fuel Costs in MEUR/PJ
HU,Nuclear,2025,0.6535334884160756,Fuel Costs in MEUR/PJ
IE,Nuclear,2025,0.6535334884160756,Fuel Costs in MEUR/PJ
IT,Nuclear,2025,0.6535334884160756,Fuel Costs in MEUR/PJ
LT,Nuclear,2025,0.6535334884160756,Fuel Costs in MEUR/PJ
LU,Nuclear,2025,0.6535334884160756,Fuel Costs in MEUR/PJ
LV,Nuclear,2025,0.6535334884160756,Fuel Costs in MEUR/PJ
NL,Nuclear,2025,0.6535334884160756,Fuel Costs in MEUR/PJ
NO,Nuclear,2025,0.6535334884160756,Fuel Costs in MEUR/PJ
PL,Nuclear,2025,0.6535334884160756,Fuel Costs in MEUR/PJ
PT,Nuclear,2025,0.6535334884160756,Fuel Costs in MEUR/PJ
RO,Nuclear,2025,0.6535334884160756,Fuel Costs in MEUR/PJ
SE,Nuclear,2025,0.6535334884160756,Fuel Costs in MEUR/PJ
SI,Nuclear,2025,0.6535334884160756,Fuel Costs in MEUR/PJ
SK,Nuclear,2025,0.6535334884160755,Fuel Costs in MEUR/PJ
TR,Nuclear,2025,0.6535334884160756,Fuel Costs in MEUR/PJ
UK,Nuclear,2025,0.6535334884160757,Fuel Costs in MEUR/PJ
NONEU_Balkan,Nuclear,2025,0.6535334884160756,Fuel Costs in MEUR/PJ
AT,Oil,2025,8.970588080999999,Fuel Costs in MEUR/PJ
BE,Oil,2025,8.970588081,Fuel Costs in MEUR/PJ
BG,Oil,2025,8.970588080999999,Fuel Costs in MEUR/PJ
CH,Oil,2025,8.970588081,Fuel Costs in MEUR/PJ
CZ,Oil,2025,8.970588081000002,Fuel Costs in MEUR/PJ
DE,Oil,2025,8.970588081000002,Fuel Costs in MEUR/PJ
DK,Oil,2025,3.267435702037143,Fuel Costs in MEUR/PJ
EE,Oil,2025,8.970588081,Fuel Costs in MEUR/PJ
ES,Oil,2025,8.970588080999999,Fuel Costs in MEUR/PJ
FI,Oil,2025,3.2674357020371434,Fuel Costs in MEUR/PJ
FR,Oil,2025,8.970588081,Fuel Costs in MEUR/PJ
GR,Oil,2025,8.970588081,Fuel Costs in MEUR/PJ
HR,Oil,2025,8.970588081,Fuel Costs in MEUR/PJ
HU,Oil,2025,8.970588081,Fuel Costs in MEUR/PJ
IE,Oil,2025,8.970588081,Fuel Costs in MEUR/PJ
IT,Oil,2025,8.970588081,Fuel Costs in MEUR/PJ
LT,Oil,2025,8.970588081,Fuel Costs in MEUR/PJ
LU,Oil,2025,8.970588080999999,Fuel Costs in MEUR/PJ
LV,Oil,2025,8.970588081,Fuel Costs in MEUR/PJ
NL,Oil,2025,8.970588081,Fuel Costs in MEUR/PJ
NO,Oil,2025,3.2674357020371425,Fuel Costs in MEUR/PJ
PL,Oil,2025,8.970588081,Fuel Costs in MEUR/PJ
PT,Oil,2025,8.970588081,Fuel Costs in MEUR/PJ
RO,Oil,2025,8.970588081,Fuel Costs in MEUR/PJ
SE,Oil,2025,8.970588081,Fuel Costs in MEUR/PJ
SI,Oil,2025,8.970588080999999,Fuel Costs in MEUR/PJ
SK,Oil,2025,8.970588081,Fuel Costs in MEUR/PJ
TR,Oil,2025,8.970588080999999,Fuel Costs in MEUR/PJ
UK,Oil,2025,3.267435702037143,Fuel Costs in MEUR/PJ
NONEU_Balkan,Oil,2025,8.970588081000002,Fuel Costs in MEUR/PJ
AT,Mobility_Freight,2025,57.6401835118972,Fuel Costs in MEUR/PJ
BE,Mobility_Freight,2025,63.79968625219207,Fuel Costs in MEUR/PJ
BG,Mobility_Freight,2025,53.61701394727651,Fuel Costs in MEUR/PJ
CH,Mobility_Freight,2025,55.76345937539793,Fuel Costs in MEUR/PJ
CZ,Mobility_Freight,2025,60.63761716623354,Fuel Costs in MEUR/PJ
DE,Mobility_Freight,2025,57.41745151333447,Fuel Costs in MEUR/PJ
DK,Mobility_Freight,2025,60.625003947775156,Fuel Costs in MEUR/PJ
EE,Mobility_Freight,2025,47.09478063102112,Fuel Costs in MEUR/PJ
ES,Mobility_Freight,2025,75.21790505606411,Fuel Costs in MEUR/PJ
FI,Mobility_Freight,2025,51.30907266893808,Fuel Costs in MEUR/PJ
FR,Mobility_Freight,2025,71.72189178353413,Fuel Costs in MEUR/PJ
GR,Mobility_Freight,2025,77.32678183627021,Fuel Costs in MEUR/PJ
HR,Mobility_Freight,2025,61.67136221496053,Fuel Costs in MEUR/PJ
HU,Mobility_Freight,2025,58.23526196595394,Fuel Costs in MEUR/PJ
IE,Mobility_Freight,2025,75.67372602927452,Fuel Costs in MEUR/PJ
IT,Mobility_Freight,2025,70.12839208946468,Fuel Costs in MEUR/PJ
LT,Mobility_Freight,2025,32.26367741948211,Fuel Costs in MEUR/PJ
LU,Mobility_Freight,2025,69.23784397005002,Fuel Costs in MEUR/PJ
LV,Mobility_Freight,2025,31.223155054389014,Fuel Costs in MEUR/PJ
NL,Mobility_Freight,2025,52.13803336175536,Fuel Costs in MEUR/PJ
NO,Mobility_Freight,2025,57.988390005109004,Fuel Costs in MEUR/PJ
PL,Mobility_Freight,2025,60.43822295200777,Fuel Costs in MEUR/PJ
PT,Mobility_Freight,2025,70.24734228599206,Fuel Costs in MEUR/PJ
RO,Mobility_Freight,2025,45.62781240289419,Fuel Costs in MEUR/PJ
SE,Mobility_Freight,2025,59.92624880332166,Fuel Costs in MEUR/PJ
SI,Mobility_Freight,2025,54.46204146487108,Fuel Costs in MEUR/PJ
SK,Mobility_Freight,2025,54.87613042477281,Fuel Costs in MEUR/PJ
TR,Mobility_Freight,2025,63.17749238484188,Fuel Costs in MEUR/PJ
UK,Mobility_Freight,2025,61.31388842623269,Fuel Costs in MEUR/PJ
NONEU_Balkan,Mobility_Freight,2025,62.58295456531776,Fuel Costs in MEUR/PJ
AT,Mobility_Passenger,2025,24.63163166762699,Fuel Costs in MEUR/PJ
BE,Mobility_Passenger,2025,27.934248950576134,Fuel Costs in MEUR/PJ
BG,Mobility_Passenger,2025,28.87728768474322,Fuel Costs in MEUR/PJ
CH,Mobility_Passenger,2025,24.575002036025953,Fuel Costs in MEUR/PJ
CZ,Mobility_Passenger,2025,24.32995174146125,Fuel Costs in MEUR/PJ
DE,Mobility_Passenger,2025,24.521802975271996,Fuel Costs in MEUR/PJ
DK,Mobility_Passenger,2025,24.21509326840718,Fuel Costs in MEUR/PJ
EE,Mobility_Passenger,2025,28.703242211799775,Fuel Costs in MEUR/PJ
ES,Mobility_Passenger,2025,26.511722433080067,Fuel Costs in MEUR/PJ
FI,Mobility_Passenger,2025,24.268856748438104,Fuel Costs in MEUR/PJ
FR,Mobility_Passenger,2025,26.39286315381718,Fuel Costs in MEUR/PJ
GR,Mobility_Passenger,2025,28.206784287482044,Fuel Costs in MEUR/PJ
HR,Mobility_Passenger,2025,27.496241356199317,Fuel Costs in MEUR/PJ
HU,Mobility_Passenger,2025,25.977626287096342,Fuel Costs in MEUR/PJ
IE,Mobility_Passenger,2025,27.06695370120569,Fuel Costs in MEUR/PJ
IT,Mobility_Passenger,2025,27.10422016393197,Fuel Costs in MEUR/PJ
LT,Mobility_Passenger,2025,27.969100207118117,Fuel Costs in MEUR/PJ
LU,Mobility_Passenger,2025,26.894161179025232,Fuel Costs in MEUR/PJ
LV,Mobility_Passenger,2025,29.878986887861153,Fuel Costs in MEUR/PJ
NL,Mobility_Passenger,2025,24.738011187674907,Fuel Costs in MEUR/PJ
NO,Mobility_Passenger,2025,23.647956808473317,Fuel Costs in MEUR/PJ
PL,Mobility_Passenger,2025,26.649247729577876,Fuel Costs in MEUR/PJ
PT,Mobility_Passenger,2025,27.640422224191497,Fuel Costs in MEUR/PJ
RO,Mobility_Passenger,2025,27.478941430293798,Fuel Costs in MEUR/PJ
SE,Mobility_Passenger,2025,27.396986538795048,Fuel Costs in MEUR/PJ
SI,Mobility_Passenger,2025,28.129189531559497,Fuel Costs in MEUR/PJ
SK,Mobility_Passenger,2025,26.07452999017508,Fuel Costs in MEUR/PJ
TR,Mobility_Passenger,2025,26.37858425294995,Fuel Costs in MEUR/PJ
UK,Mobility_Passenger,2025,23.476495852739355,Fuel Costs in MEUR/PJ
NONEU_Balkan,Mobility_Passenger,2025,28.08071238825815,Fuel Costs in MEUR/PJ
AT,Lignite,2025,1.342726872427983,Fuel Costs in MEUR/PJ
BE,Lignite,2025,1.342726872427983,Fuel Costs in MEUR/PJ
BG,Lignite,2025,1.342726872427983,Fuel Costs in MEUR/PJ
CH,Lignite,2025,1.342726872427983,Fuel Costs in MEUR/PJ
CZ,Lignite,2025,1.342726872427983,Fuel Costs in MEUR/PJ
DE,Lignite,2025,1.342726872427983,Fuel Costs in MEUR/PJ
DK,Lignite,2025,1.342726872427983,Fuel Costs in MEUR/PJ
EE,Lignite,2025,1.342726872427983,Fuel Costs in MEUR/PJ
ES,Lignite,2025,1.342726872427983,Fuel Costs in MEUR/PJ
FI,Lignite,2025,1.342726872427983,Fuel Costs in MEUR/PJ
FR,Lignite,2025,1.342726872427983,Fuel Costs in MEUR/PJ
GR,Lignite,2025,1.342726872427983,Fuel Costs in MEUR/PJ
HR,Lignite,2025,1.342726872427983,Fuel Costs in MEUR/PJ
HU,Lignite,2025,1.342726872427983,Fuel Costs in MEUR/PJ
IE,Lignite,2025,1.342726872427983,Fuel Costs in MEUR/PJ
IT,Lignite,2025,1.342726872427983,Fuel Costs in MEUR/PJ
LT,Lignite,2025,1.342726872427983,Fuel Costs in MEUR/PJ
LU,Lignite,2025,1.342726872427983,Fuel Costs in MEUR/PJ
LV,Lignite,2025,1.342726872427983,Fuel Costs in MEUR/PJ
NL,Lignite,2025,1.342726872427983,Fuel Costs in MEUR/PJ
NO,Lignite,2025,1.342726872427983,Fuel Costs in MEUR/PJ
PL,Lignite,2025,1.342726872427983,Fuel Costs in MEUR/PJ
PT,Lignite,2025,1.342726872427983,Fuel Costs in MEUR/PJ
RO,Lignite,2025,1.342726872427983,Fuel Costs in MEUR/PJ
SE,Lignite,2025,1.342726872427983,Fuel Costs in MEUR/PJ
SI,Lignite,2025,1.342726872427983,Fuel Costs in MEUR/PJ
SK,Lignite,2025,1.342726872427983,Fuel Costs in MEUR/PJ
TR,Lignite,2025,1.342726872427983,Fuel Costs in MEUR/PJ
UK,Lignite,2025,1.342726872427983,Fuel Costs in MEUR/PJ
NONEU_Balkan,Lignite,2025,1.342726872427983,Fuel Costs in MEUR/PJ
AT,Gas_Bio,2025,8.75603892109235,Fuel Costs in MEUR/PJ
BE,Gas_Bio,2025,8.756038921092351,Fuel Costs in MEUR/PJ
BG,Gas_Bio,2025,8.756038921092351,Fuel Costs in MEUR/PJ
CH,Gas_Bio,2025,8.75603892109235,Fuel Costs in MEUR/PJ
CZ,Gas_Bio,2025,8.756038921092347,Fuel Costs in MEUR/PJ
DE,Gas_Bio,2025,8.756038921092351,Fuel Costs in MEUR/PJ
DK,Gas_Bio,2025,8.756038921092351,Fuel Costs in MEUR/PJ
EE,Gas_Bio,2025,8.75603892109235,Fuel Costs in MEUR/PJ
ES,Gas_Bio,2025,8.75603892109235,Fuel Costs in MEUR/PJ
FI,Gas_Bio,2025,8.75603892109235,Fuel Costs in MEUR/PJ
FR,Gas_Bio,2025,8.756038921092351,Fuel Costs in MEUR/PJ
GR,Gas_Bio,2025,8.756038921092347,Fuel Costs in MEUR/PJ
HR,Gas_Bio,2025,8.75603892109235,Fuel Costs in MEUR/PJ
HU,Gas_Bio,2025,8.756038921092347,Fuel Costs in MEUR/PJ
IE,Gas_Bio,2025,8.75603892109235,Fuel Costs in MEUR/PJ
IT,Gas_Bio,2025,8.75603892109235,Fuel Costs in MEUR/PJ
LT,Gas_Bio,2025,8.75603892109235,Fuel Costs in MEUR/PJ
LU,Gas_Bio,2025,8.75603892109235,Fuel Costs in MEUR/PJ
LV,Gas_Bio,2025,8.756038921092347,Fuel Costs in MEUR/PJ
NL,Gas_Bio,2025,8.756038921092351,Fuel Costs in MEUR/PJ
NO,Gas_Bio,2025,8.75603892109235,Fuel Costs in MEUR/PJ
PL,Gas_Bio,2025,8.75603892109235,Fuel Costs in MEUR/PJ
PT,Gas_Bio,2025,8.75603892109235,Fuel Costs in MEUR/PJ
RO,Gas_Bio,2025,8.75603892109235,Fuel Costs in MEUR/PJ
SE,Gas_Bio,2025,8.75603892109235,Fuel Costs in MEUR/PJ
SI,Gas_Bio,2025,8.75603892109235,Fuel Costs in MEUR/PJ
SK,Gas_Bio,2025,8.756038921092351,Fuel Costs in MEUR/PJ
TR,Gas_Bio,2025,8.75603892109235,Fuel Costs in MEUR/PJ
UK,Gas_Bio,2025,8.756038921092347,Fuel Costs in MEUR/PJ
NONEU_Balkan,Gas_Bio,2025,8.75603892109235,Fuel Costs in MEUR/PJ
AT,Gas_Synth,2025,24.820256570061375,Fuel Costs in MEUR/PJ
BE,Gas_Synth,2025,54.598478315439735,Fuel Costs in MEUR/PJ
BG,Gas_Synth,2025,30.942314288487534,Fuel Costs in MEUR/PJ
CH,Gas_Synth,2025,20.676324982854506,Fuel Costs in MEUR/PJ
CZ,Gas_Synth,2025,20.28263618535795,Fuel Costs in MEUR/PJ
DE,Gas_Synth,2025,54.598478315439735,Fuel Costs in MEUR/PJ
DK,Gas_Synth,2025,54.598478315439735,Fuel Costs in MEUR/PJ
EE,Gas_Synth,2025,54.598478315439735,Fuel Costs in MEUR/PJ
ES,Gas_Synth,2025,20.231393177290304,Fuel Costs in MEUR/PJ
FI,Gas_Synth,2025,23.886941415950716,Fuel Costs in MEUR/PJ
FR,Gas_Synth,2025,25.922665478143696,Fuel Costs in MEUR/PJ
GR,Gas_Synth,2025,17.50491991520318,Fuel Costs in MEUR/PJ
HR,Gas_Synth,2025,17.076004647255065,Fuel Costs in MEUR/PJ
HU,Gas_Synth,2025,19.466262173938183,Fuel Costs in MEUR/PJ
IE,Gas_Synth,2025,54.598478315439735,Fuel Costs in MEUR/PJ
IT,Gas_Synth,2025,20.67927986668407,Fuel Costs in MEUR/PJ
LT,Gas_Synth,2025,14.973110115655015,Fuel Costs in MEUR/PJ
LU,Gas_Synth,2025,15.240230201319893,Fuel Costs in MEUR/PJ
LV,Gas_Synth,2025,54.598478315439735,Fuel Costs in MEUR/PJ
NL,Gas_Synth,2025,54.598478315439735,Fuel Costs in MEUR/PJ
NO,Gas_Synth,2025,18.241508040892764,Fuel Costs in MEUR/PJ
PL,Gas_Synth,2025,19.114110369092057,Fuel Costs in MEUR/PJ
PT,Gas_Synth,2025,23.210316399213887,Fuel Costs in MEUR/PJ
RO,Gas_Synth,2025,54.598478315439735,Fuel Costs in MEUR/PJ
SE,Gas_Synth,2025,54.598478315439735,Fuel Costs in MEUR/PJ
SI,Gas_Synth,2025,18.20825033502163,Fuel Costs in MEUR/PJ
SK,Gas_Synth,2025,17.75260426228921,Fuel Costs in MEUR/PJ
TR,Gas_Synth,2025,20.895310905859592,Fuel Costs in MEUR/PJ
UK,Gas_Synth,2025,54.598478315439735,Fuel Costs in MEUR/PJ
NONEU_Balkan,Gas_Synth,2025,16.328112101075632,Fuel Costs in MEUR/PJ
AT,Biofuel,2025,6.980573925661456,Fuel Costs in MEUR/PJ
BE,Biofuel,2025,6.9805739256614565,Fuel Costs in MEUR/PJ
BG,Biofuel,2025,6.9805739256614565,Fuel Costs in MEUR/PJ
CH,Biofuel,2025,6.9805739256614565,Fuel Costs in MEUR/PJ
CZ,Biofuel,2025,6.980573925661452,Fuel Costs in MEUR/PJ
DE,Biofuel,2025,6.9805739256614565,Fuel Costs in MEUR/PJ
DK,Biofuel,2025,6.9805739256614565,Fuel Costs in MEUR/PJ
EE,Biofuel,2025,6.9805739256614565,Fuel Costs in MEUR/PJ
ES,Biofuel,2025,6.9805739256614565,Fuel Costs in MEUR/PJ
FI,Biofuel,2025,6.9805739256614565,Fuel Costs in MEUR/PJ
FR,Biofuel,2025,6.9805739256614565,Fuel Costs in MEUR/PJ
GR,Biofuel,2025,6.980573925661452,Fuel Costs in MEUR/PJ
HR,Biofuel,2025,6.9805739256614565,Fuel Costs in MEUR/PJ
HU,Biofuel,2025,6.980573925661452,Fuel Costs in MEUR/PJ
IE,Biofuel,2025,6.9805739256614565,Fuel Costs in MEUR/PJ
IT,Biofuel,2025,6.9805739256614565,Fuel Costs in MEUR/PJ
LT,Biofuel,2025,6.9805739256614565,Fuel Costs in MEUR/PJ
LU,Biofuel,2025,6.9805739256614565,Fuel Costs in MEUR/PJ
LV,Biofuel,2025,6.980573925661452,Fuel Costs in MEUR/PJ
NL,Biofuel,2025,6.9805739256614565,Fuel Costs in MEUR/PJ
NO,Biofuel,2025,6.9805739256614565,Fuel Costs in MEUR/PJ
PL,Biofuel,2025,6.9805739256614565,Fuel Costs in MEUR/PJ
PT,Biofuel,2025,6.9805739256614565,Fuel Costs in MEUR/PJ
RO,Biofuel,2025,6.9805739256614565,Fuel Costs in MEUR/PJ
SE,Biofuel,2025,6.9805739256614565,Fuel Costs in MEUR/PJ
SI,Biofuel,2025,6.9805739256614565,Fuel Costs in MEUR/PJ
SK,Biofuel,2025,6.9805739256614565,Fuel Costs in MEUR/PJ
TR,Biofuel,2025,6.9805739256614565,Fuel Costs in MEUR/PJ
UK,Biofuel,2025,6.980573925661452,Fuel Costs in MEUR/PJ
NONEU_Balkan,Biofuel,2025,6.9805739256614565,Fuel Costs in MEUR/PJ
AT,Biomass,2030,4.2500446631063955,Fuel Costs in MEUR/PJ
BE,Biomass,2030,4.250044663106395,Fuel Costs in MEUR/PJ
BG,Biomass,2030,4.250044663106394,Fuel Costs in MEUR/PJ
CH,Biomass,2030,4.250044663106395,Fuel Costs in MEUR/PJ
CZ,Biomass,2030,4.250044663106395,Fuel Costs in MEUR/PJ
DE,Biomass,2030,4.250044663106395,Fuel Costs in MEUR/PJ
DK,Biomass,2030,4.250044663106395,Fuel Costs in MEUR/PJ
EE,Biomass,2030,4.250044663106395,Fuel Costs in MEUR/PJ
ES,Biomass,2030,4.250044663106395,Fuel Costs in MEUR/PJ
FI,Biomass,2030,4.250044663106395,Fuel Costs in MEUR/PJ
FR,Biomass,2030,4.250044663106395,Fuel Costs in MEUR/PJ
GR,Biomass,2030,4.2500446631063955,Fuel Costs in MEUR/PJ
HR,Biomass,2030,4.250044663106395,Fuel Costs in MEUR/PJ
HU,Biomass,2030,4.2500446631063955,Fuel Costs in MEUR/PJ
IE,Biomass,2030,4.250044663106395,Fuel Costs in MEUR/PJ
IT,Biomass,2030,4.250044663106395,Fuel Costs in MEUR/PJ
LT,Biomass,2030,4.250044663106394,Fuel Costs in MEUR/PJ
LU,Biomass,2030,4.250044663106395,Fuel Costs in MEUR/PJ
LV,Biomass,2030,4.250044663106395,Fuel Costs in MEUR/PJ
NL,Biomass,2030,4.250044663106395,Fuel Costs in MEUR/PJ
NO,Biomass,2030,4.2500446631063955,Fuel Costs in MEUR/PJ
