x1,x2,x3,x4,y
2045,CO2,CHP,AT,0.0
2050,CO2,CHP,AT,0.0
2018,CO2,Infeasibility,AT,0.0
2025,CO2,Infeasibility,AT,0.0
2030,CO2,Infeasibility,AT,0.0
2035,CO2,Infeasibility,AT,0.0
2040,CO2,Infeasibility,AT,0.0
2045,CO2,Infeasibility,AT,0.0
2050,CO2,Infeasibility,AT,0.0
2018,CO2,Power,BE,2.7157362355199997
2025,CO2,Power,BE,0.0
2030,CO2,Power,BE,0.0
2035,CO2,Power,BE,0.0
2040,CO2,Power,BE,0.0
2045,CO2,Power,BE,0.0
2050,CO2,Power,BE,0.0
2018,CO2,Industry,BE,29.310014125092245
2025,CO2,Industry,BE,2.2781945176677088
2030,CO2,Industry,BE,0.0
2035,CO2,Industry,BE,0.0
2040,CO2,Industry,BE,0.0
2045,CO2,Industry,BE,0.0
2050,CO2,Industry,BE,0.0
2018,CO2,Buildings,BE,21.278638173630878
2025,CO2,Buildings,BE,2.613872915566915
2030,CO2,Buildings,BE,0.0
2035,CO2,Buildings,BE,0.0
2040,CO2,Buildings,BE,0.0
2045,CO2,Buildings,BE,0.0
2050,CO2,Buildings,BE,0.0
2018,CO2,Transportation,BE,3.1402693512699997
2025,CO2,Transportation,BE,0.6071081866449344
2030,CO2,Transportation,BE,0.4374049518364335
2035,CO2,Transportation,BE,0.08688012977471567
2040,CO2,Transportation,BE,0.06377157219538679
2045,CO2,Transportation,BE,0.062429571197421416
2050,CO2,Transportation,BE,0.012627306409694526
2018,CO2,Resources,BE,0.0
2025,CO2,Resources,BE,0.0
2030,CO2,Resources,BE,0.0
2035,CO2,Resources,BE,0.0
2040,CO2,Resources,BE,0.0
2045,CO2,Resources,BE,0.0
2050,CO2,Resources,BE,0.0
2018,CO2,Storages,BE,0.0
2025,CO2,Storages,BE,0.0
2030,CO2,Storages,BE,0.0
2035,CO2,Storages,BE,0.0
2040,CO2,Storages,BE,0.0
2045,CO2,Storages,BE,0.0
2050,CO2,Storages,BE,0.0
2018,CO2,Transformation,BE,0.0
2025,CO2,Transformation,BE,0.0
2030,CO2,Transformation,BE,0.0
2035,CO2,Transformation,BE,0.0
2040,CO2,Transformation,BE,0.0
2045,CO2,Transformation,BE,0.0
2050,CO2,Transformation,BE,0.0
2018,CO2,CHP,BE,0.7281729671676681
2025,CO2,CHP,BE,0.9513356630334984
2030,CO2,CHP,BE,0.0
2035,CO2,CHP,BE,0.0
2040,CO2,CHP,BE,0.0
2045,CO2,CHP,BE,0.0
2050,CO2,CHP,BE,0.0
2018,CO2,Infeasibility,BE,0.0
2025,CO2,Infeasibility,BE,0.0
2030,CO2,Infeasibility,BE,0.0
2035,CO2,Infeasibility,BE,0.0
2040,CO2,Infeasibility,BE,0.0
2045,CO2,Infeasibility,BE,0.0
2050,CO2,Infeasibility,BE,0.0
2018,CO2,Power,BG,15.383669294962235
2025,CO2,Power,BG,0.0
2030,CO2,Power,BG,0.0
2035,CO2,Power,BG,0.0
2040,CO2,Power,BG,0.0
2045,CO2,Power,BG,0.0
2050,CO2,Power,BG,0.0
2018,CO2,Industry,BG,5.452191786651554
2025,CO2,Industry,BG,0.17643209311563995
2030,CO2,Industry,BG,0.0
2035,CO2,Industry,BG,0.0
2040,CO2,Industry,BG,0.0
2045,CO2,Industry,BG,0.0
2050,CO2,Industry,BG,0.0
2018,CO2,Buildings,BG,4.214550576667451
2025,CO2,Buildings,BG,0.0
2030,CO2,Buildings,BG,0.0
2035,CO2,Buildings,BG,0.0
2040,CO2,Buildings,BG,0.0
2045,CO2,Buildings,BG,0.0
2050,CO2,Buildings,BG,0.0
2018,CO2,Transportation,BG,1.2095193755853553
2025,CO2,Transportation,BG,0.2503438816330501
2030,CO2,Transportation,BG,0.18350154990750678
2035,CO2,Transportation,BG,0.03642329430363145
2040,CO2,Transportation,BG,0.028794538767771
2045,CO2,Transportation,BG,0.02818996914636697
2050,CO2,Transportation,BG,0.006619571179104323
2018,CO2,Resources,BG,0.0
2025,CO2,Resources,BG,0.0
2030,CO2,Resources,BG,0.0
2035,CO2,Resources,BG,0.0
2040,CO2,Resources,BG,0.0
2045,CO2,Resources,BG,0.0
2050,CO2,Resources,BG,0.0
2018,CO2,Storages,BG,0.0
2025,CO2,Storages,BG,0.0
2030,CO2,Storages,BG,0.0
2035,CO2,Storages,BG,0.0
2040,CO2,Storages,BG,0.0
2045,CO2,Storages,BG,0.0
2050,CO2,Storages,BG,0.0
2018,CO2,Transformation,BG,0.0
2025,CO2,Transformation,BG,0.0
2030,CO2,Transformation,BG,0.0
2035,CO2,Transformation,BG,0.0
2040,CO2,Transformation,BG,0.0
2045,CO2,Transformation,BG,0.0
2050,CO2,Transformation,BG,0.0
2018,CO2,CHP,BG,1.7781910438191928
2025,CO2,CHP,BG,0.08479188351168304
2030,CO2,CHP,BG,0.0
2035,CO2,CHP,BG,0.0
2040,CO2,CHP,BG,0.0
2045,CO2,CHP,BG,0.0
2050,CO2,CHP,BG,0.0
2018,CO2,Infeasibility,BG,0.0
2025,CO2,Infeasibility,BG,0.0
2030,CO2,Infeasibility,BG,0.0
2035,CO2,Infeasibility,BG,0.0
2040,CO2,Infeasibility,BG,0.0
2045,CO2,Infeasibility,BG,0.0
2050,CO2,Infeasibility,BG,0.0
2018,CO2,Power,CH,0.0
2025,CO2,Power,CH,0.0
2030,CO2,Power,CH,0.0
2035,CO2,Power,CH,0.0
2040,CO2,Power,CH,0.0
2045,CO2,Power,CH,0.0
