x1;x2;x3;y;;x1;x2;x3;y;diff;
2025;HLR_Convert_DH;AT;31,92036972;;2025;HLR_Convert_DH;AT;30,14791076;1,772458952;6%
2030;HLR_Convert_DH;AT;16,94842586;;2030;HLR_Convert_DH;AT;16,37936445;0,569061411;3%
2035;HLR_Convert_DH;AT;11,20607817;;2035;HLR_Convert_DH;AT;9,861998004;1,344080168;12%
2040;HLR_Convert_DH;AT;7,606796429;;2040;HLR_Convert_DH;AT;7,632712117;-0,025915688;0%
2045;HLR_Convert_DH;AT;7,538717325;;2045;HLR_Convert_DH;AT;7,673114411;-0,134397087;-2%
2050;HLR_Convert_DH;AT;7,606796429;;2050;HLR_Convert_DH;AT;8,097162258;-0,490365829;-6%
2018;HHI_BF_BOF;AT;54,69561093;;2018;HHI_BF_BOF;AT;54,69561093;0;0%
2025;HHI_BF_BOF;AT;3,272415313;;2025;HHI_BF_BOF;AT;3,272415313;-9,76996E-15;0%
2030;HHI_BF_BOF;AT;0;;2030;HHI_BF_BOF;AT;0;0;#DIV/0!
2035;HHI_BF_BOF;AT;0;;2035;HHI_BF_BOF;AT;0;0;#DIV/0!
2040;HHI_BF_BOF;AT;0;;2040;HHI_BF_BOF;AT;0;0;#DIV/0!
2045;HHI_BF_BOF;AT;0;;2045;HHI_BF_BOF;AT;0;0;#DIV/0!
2050;HHI_BF_BOF;AT;0;;2050;HHI_BF_BOF;AT;0;0;#DIV/0!
2018;HHI_BF_BOF_CCS;AT;0;;2018;HHI_BF_BOF_CCS;AT;0;0;#DIV/0!
2025;HHI_BF_BOF_CCS;AT;0;;2025;HHI_BF_BOF_CCS;AT;0;0;#DIV/0!
2030;HHI_BF_BOF_CCS;AT;0;;2030;HHI_BF_BOF_CCS;AT;0;0;#DIV/0!
2035;HHI_BF_BOF_CCS;AT;0;;2035;HHI_BF_BOF_CCS;AT;0;0;#DIV/0!
2040;HHI_BF_BOF_CCS;AT;0;;2040;HHI_BF_BOF_CCS;AT;0;0;#DIV/0!
2045;HHI_BF_BOF_CCS;AT;0;;2045;HHI_BF_BOF_CCS;AT;0;0;#DIV/0!
2050;HHI_BF_BOF_CCS;AT;0;;2050;HHI_BF_BOF_CCS;AT;0;0;#DIV/0!
2018;HHI_Bio_BF_BOF;AT;0;;2018;HHI_Bio_BF_BOF;AT;0;0;#DIV/0!
2025;HHI_Bio_BF_BOF;AT;1,715386276;;2025;HHI_Bio_BF_BOF;AT;0;1,715386276;100%
2030;HHI_Bio_BF_BOF;AT;0,857693138;;2030;HHI_Bio_BF_BOF;AT;0;0,857693138;100%
2035;HHI_Bio_BF_BOF;AT;0,857693138;;2035;HHI_Bio_BF_BOF;AT;0;0,857693138;100%
2040;HHI_Bio_BF_BOF;AT;0,857693138;;2040;HHI_Bio_BF_BOF;AT;0;0,857693138;100%
2045;HHI_Bio_BF_BOF;AT;0,857693138;;2045;HHI_Bio_BF_BOF;AT;0;0,857693138;100%
2050;HHI_Bio_BF_BOF;AT;0,857693138;;2050;HHI_Bio_BF_BOF;AT;0;0,857693138;100%
2018;HHI_DRI_EAF;AT;0;;2018;HHI_DRI_EAF;AT;0;0;#DIV/0!
2025;HHI_DRI_EAF;AT;0,047828592;;2025;HHI_DRI_EAF;AT;0,047828592;0;0%
2030;HHI_DRI_EAF;AT;2,106503885;;2030;HHI_DRI_EAF;AT;2,106503885;0;0%
2035;HHI_DRI_EAF;AT;0,751079239;;2035;HHI_DRI_EAF;AT;1,053251942;-0,302172704;-40%
2040;HHI_DRI_EAF;AT;0,094587845;;2040;HHI_DRI_EAF;AT;0;0,094587845;100%
2045;HHI_DRI_EAF;AT;0,084680467;;2045;HHI_DRI_EAF;AT;0,084680467;0;0%
2050;HHI_DRI_EAF;AT;0;;2050;HHI_DRI_EAF;AT;0;0;#DIV/0!
2018;HHI_DRI_EAF_CCS;AT;0;;2018;HHI_DRI_EAF_CCS;AT;0;0;#DIV/0!
2025;HHI_DRI_EAF_CCS;AT;0;;2025;HHI_DRI_EAF_CCS;AT;0;0;#DIV/0!
2030;HHI_DRI_EAF_CCS;AT;0;;2030;HHI_DRI_EAF_CCS;AT;0;0;#DIV/0!
2035;HHI_DRI_EAF_CCS;AT;0;;2035;HHI_DRI_EAF_CCS;AT;0;0;#DIV/0!
2040;HHI_DRI_EAF_CCS;AT;0;;2040;HHI_DRI_EAF_CCS;AT;0;0;#DIV/0!
2045;HHI_DRI_EAF_CCS;AT;0;;2045;HHI_DRI_EAF_CCS;AT;0;0;#DIV/0!
2050;HHI_DRI_EAF_CCS;AT;0;;2050;HHI_DRI_EAF_CCS;AT;0;0;#DIV/0!
2018;HHI_H2DRI_EAF;AT;0;;2018;HHI_H2DRI_EAF;AT;0;0;#DIV/0!
2025;HHI_H2DRI_EAF;AT;0;;2025;HHI_H2DRI_EAF;AT;0;0;#DIV/0!
2030;HHI_H2DRI_EAF;AT;0;;2030;HHI_H2DRI_EAF;AT;0;0;#DIV/0!
2035;HHI_H2DRI_EAF;AT;0;;2035;HHI_H2DRI_EAF;AT;0;0;#DIV/0!
2040;HHI_H2DRI_EAF;AT;0;;2040;HHI_H2DRI_EAF;AT;0;0;#DIV/0!
2045;HHI_H2DRI_EAF;AT;0;;2045;HHI_H2DRI_EAF;AT;0;0;#DIV/0!
2050;HHI_H2DRI_EAF;AT;0;;2050;HHI_H2DRI_EAF;AT;0;0;#DIV/0!
2018;HHI_Molten_Electrolysis;AT;0;;2018;HHI_Molten_Electrolysis;AT;0;0;#DIV/0!
2025;HHI_Molten_Electrolysis;AT;0;;2025;HHI_Molten_Electrolysis;AT;0;0;#DIV/0!
2030;HHI_Molten_Electrolysis;AT;0;;2030;HHI_Molten_Electrolysis;AT;0;0;#DIV/0!
2035;HHI_Molten_Electrolysis;AT;0;;2035;HHI_Molten_Electrolysis;AT;0;0;#DIV/0!
2040;HHI_Molten_Electrolysis;AT;0;;2040;HHI_Molten_Electrolysis;AT;0;0;#DIV/0!
2045;HHI_Molten_Electrolysis;AT;0;;2045;HHI_Molten_Electrolysis;AT;0;0;#DIV/0!
2050;HHI_Molten_Electrolysis;AT;0;;2050;HHI_Molten_Electrolysis;AT;0;0;#DIV/0!
2018;HHI_Scrap_EAF;AT;0;;2018;HHI_Scrap_EAF;AT;0;0;#DIV/0!
2025;HHI_Scrap_EAF;AT;42,94172341;;2025;HHI_Scrap_EAF;AT;44,65710969;-1,715386276;-4%
2030;HHI_Scrap_EAF;AT;41,13892098;;2030;HHI_Scrap_EAF;AT;41,99661412;-0,857693138;-2%
2035;HHI_Scrap_EAF;AT;38,33146817;;2035;HHI_Scrap_EAF;AT;38,8869886;-0,555520434;-1%
2040;HHI_Scrap_EAF;AT;34,81941413;;2040;HHI_Scrap_EAF;AT;35,77169512;-0,952280983;-3%
2045;HHI_Scrap_EAF;AT;31,08250079;;2045;HHI_Scrap_EAF;AT;32,0248744;-0,942373605;-3%
2050;HHI_Scrap_EAF;AT;27,55107707;;2050;HHI_Scrap_EAF;AT;28,40877021;-0,857693138;-3%
2018;HLI_Biomass;AT;2,372106196;;2018;HLI_Biomass;AT;2,372106196;0;0%
2025;HLI_Biomass;AT;0,544026997;;2025;HLI_Biomass;AT;0,544026997;0;0%
2030;HLI_Biomass;AT;0,612024985;;2030;HLI_Biomass;AT;0;0,612024985;100%
2035;HLI_Biomass;AT;0,533405993;;2035;HLI_Biomass;AT;0;0,533405993;100%
2040;HLI_Biomass;AT;0,235047035;;2040;HLI_Biomass;AT;0,252550839;-0,017503803;-7%
2045;HLI_Biomass;AT;0,093952051;;2045;HLI_Biomass;AT;0;0,093952051;100%
2050;HLI_Biomass;AT;0;;2050;HLI_Biomass;AT;0;0;#DIV/0!
2018;HLI_Direct_Electric;AT;0;;2018;HLI_Direct_Electric;AT;0;0;#DIV/0!
2025;HLI_Direct_Electric;AT;1,467263117;;2025;HLI_Direct_Electric;AT;1,467263117;0;0%
2030;HLI_Direct_Electric;AT;1,313026696;;2030;HLI_Direct_Electric;AT;1,313026696;0;0%
2035;HLI_Direct_Electric;AT;1,14242955;;2035;HLI_Direct_Electric;AT;1,14242955;0;0%
2040;HLI_Direct_Electric;AT;1,040442126;;2040;HLI_Direct_Electric;AT;1,040442126;0;0%
2045;HLI_Direct_Electric;AT;0,984812622;;2045;HLI_Direct_Electric;AT;0,984812622;0;0%
2050;HLI_Direct_Electric;AT;0,969978088;;2050;HLI_Direct_Electric;AT;0,969978088;0;0%
2018;HLI_Fuelcell;AT;0;;2018;HLI_Fuelcell;AT;0;0;#DIV/0!
2025;HLI_Fuelcell;AT;0;;2025;HLI_Fuelcell;AT;0;0;#DIV/0!
2030;HLI_Fuelcell;AT;0;;2030;HLI_Fuelcell;AT;0;0;#DIV/0!
2035;HLI_Fuelcell;AT;0;;2035;HLI_Fuelcell;AT;0;0;#DIV/0!
2040;HLI_Fuelcell;AT;0;;2040;HLI_Fuelcell;AT;0;0;#DIV/0!
2045;HLI_Fuelcell;AT;0;;2045;HLI_Fuelcell;AT;0;0;#DIV/0!
2050;HLI_Fuelcell;AT;0;;2050;HLI_Fuelcell;AT;0;0;#DIV/0!
2018;HLI_Gas_Boiler;AT;0;;2018;HLI_Gas_Boiler;AT;0;0;#DIV/0!
2025;HLI_Gas_Boiler;AT;0;;2025;HLI_Gas_Boiler;AT;0,664639482;-0,664639482;#DIV/0!
2030;HLI_Gas_Boiler;AT;1,713008047;;2030;HLI_Gas_Boiler;AT;3,239045187;-1,526037139;-89%
2035;HLI_Gas_Boiler;AT;0,082994061;;2035;HLI_Gas_Boiler;AT;0,66480477;-0,581810709;-701%
2040;HLI_Gas_Boiler;AT;0;;2040;HLI_Gas_Boiler;AT;0,478740589;-0,478740589;#DIV/0!
2045;HLI_Gas_Boiler;AT;0,008504931;;2045;HLI_Gas_Boiler;AT;0,456059468;-0,447554537;-5262%
2050;HLI_Gas_Boiler;AT;0;;2050;HLI_Gas_Boiler;AT;0,827684679;-0,827684679;#DIV/0!
2018;HLI_Geothermal;AT;0;;2018;HLI_Geothermal;AT;0;0;#DIV/0!
2025;HLI_Geothermal;AT;0;;2025;HLI_Geothermal;AT;0;0;#DIV/0!
2030;HLI_Geothermal;AT;0;;2030;HLI_Geothermal;AT;0;0;#DIV/0!
2035;HLI_Geothermal;AT;0;;2035;HLI_Geothermal;AT;0;0;#DIV/0!
2040;HLI_Geothermal;AT;0;;2040;HLI_Geothermal;AT;0;0;#DIV/0!
2045;HLI_Geothermal;AT;0;;2045;HLI_Geothermal;AT;0;0;#DIV/0!
2050;HLI_Geothermal;AT;0;;2050;HLI_Geothermal;AT;0;0;#DIV/0!
2018;HLI_H2_Boiler;AT;0;;2018;HLI_H2_Boiler;AT;0;0;#DIV/0!
2025;HLI_H2_Boiler;AT;2,608301021;;2025;HLI_H2_Boiler;AT;0,629700261;1,97860076;76%
2030;HLI_H2_Boiler;AT;2,658735797;;2030;HLI_H2_Boiler;AT;1,30749496;1,351240837;51%
2035;HLI_H2_Boiler;AT;2,755579529;;2035;HLI_H2_Boiler;AT;1,390981787;1,364597742;50%
2040;HLI_H2_Boiler;AT;2,983061704;;2040;HLI_H2_Boiler;AT;1,141593023;1,841468681;62%
2045;HLI_H2_Boiler;AT;3,037150907;;2045;HLI_H2_Boiler;AT;1,368229695;1,668921211;55%
2050;HLI_H2_Boiler;AT;3,104676231;;2050;HLI_H2_Boiler;AT;1,359475434;1,745200798;56%
2018;HLI_Hardcoal;AT;0,683624794;;2018;HLI_Hardcoal;AT;0,683624794;0;0%
2025;HLI_Hardcoal;AT;0;;2025;HLI_Hardcoal;AT;0;0;#DIV/0!
2030;HLI_Hardcoal;AT;0;;2030;HLI_Hardcoal;AT;0;0;#DIV/0!
2035;HLI_Hardcoal;AT;0;;2035;HLI_Hardcoal;AT;0;0;#DIV/0!
2040;HLI_Hardcoal;AT;0;;2040;HLI_Hardcoal;AT;0;0;#DIV/0!
2045;HLI_Hardcoal;AT;0;;2045;HLI_Hardcoal;AT;0;0;#DIV/0!
2050;HLI_Hardcoal;AT;0;;2050;HLI_Hardcoal;AT;0;0;#DIV/0!
2018;HLI_Lignite;AT;0;;2018;HLI_Lignite;AT;0;0;#DIV/0!
2025;HLI_Lignite;AT;0;;2025;HLI_Lignite;AT;0;0;#DIV/0!
2030;HLI_Lignite;AT;0;;2030;HLI_Lignite;AT;0;0;#DIV/0!
2035;HLI_Lignite;AT;0;;2035;HLI_Lignite;AT;0;0;#DIV/0!
2040;HLI_Lignite;AT;0;;2040;HLI_Lignite;AT;0;0;#DIV/0!
2045;HLI_Lignite;AT;0;;2045;HLI_Lignite;AT;0;0;#DIV/0!
2050;HLI_Lignite;AT;0;;2050;HLI_Lignite;AT;0;0;#DIV/0!
2018;HLI_Oil_Boiler;AT;0;;2018;HLI_Oil_Boiler;AT;0;0;#DIV/0!
2025;HLI_Oil_Boiler;AT;0;;2025;HLI_Oil_Boiler;AT;0;0;#DIV/0!
2030;HLI_Oil_Boiler;AT;0;;2030;HLI_Oil_Boiler;AT;0;0;#DIV/0!
2035;HLI_Oil_Boiler;AT;0;;2035;HLI_Oil_Boiler;AT;0;0;#DIV/0!
2040;HLI_Oil_Boiler;AT;0;;2040;HLI_Oil_Boiler;AT;0;0;#DIV/0!
2045;HLI_Oil_Boiler;AT;0;;2045;HLI_Oil_Boiler;AT;0;0;#DIV/0!
2050;HLI_Oil_Boiler;AT;0;;2050;HLI_Oil_Boiler;AT;0;0;#DIV/0!
2018;HLI_Solar_Thermal;AT;0;;2018;HLI_Solar_Thermal;AT;0;0;#DIV/0!
2025;HLI_Solar_Thermal;AT;0;;2025;HLI_Solar_Thermal;AT;0;0;#DIV/0!
2030;HLI_Solar_Thermal;AT;0;;2030;HLI_Solar_Thermal;AT;0;0;#DIV/0!
2035;HLI_Solar_Thermal;AT;0;;2035;HLI_Solar_Thermal;AT;0;0;#DIV/0!
2040;HLI_Solar_Thermal;AT;0;;2040;HLI_Solar_Thermal;AT;0;0;#DIV/0!
2045;HLI_Solar_Thermal;AT;0;;2045;HLI_Solar_Thermal;AT;0;0;#DIV/0!
2050;HLI_Solar_Thermal;AT;0;;2050;HLI_Solar_Thermal;AT;0;0;#DIV/0!
2018;HLR_Biomass;AT;48,0971889;;2018;HLR_Biomass;AT;47,38410298;0,713085927;1%
2025;HLR_Biomass;AT;8,940897504;;2025;HLR_Biomass;AT;8,940897504;0;0%
2030;HLR_Biomass;AT;5,364538502;;2030;HLR_Biomass;AT;5,364538502;0;0%
2035;HLR_Biomass;AT;0;;2035;HLR_Biomass;AT;0;0;#DIV/0!
2040;HLR_Biomass;AT;0;;2040;HLR_Biomass;AT;0;0;#DIV/0!
2045;HLR_Biomass;AT;0;;2045;HLR_Biomass;AT;0;0;#DIV/0!
2050;HLR_Biomass;AT;0;;2050;HLR_Biomass;AT;0;0;#DIV/0!
2018;HLR_Direct_Electric;AT;7,32455136;;2018;HLR_Direct_Electric;AT;7,32455136;0;0%
2025;HLR_Direct_Electric;AT;113,4849781;;2025;HLR_Direct_Electric;AT;127,0262495;-13,5412714;-12%
2030;HLR_Direct_Electric;AT;108,0356103;;2030;HLR_Direct_Electric;AT;118,3782509;-10,3426406;-10%
2035;HLR_Direct_Electric;AT;100,38063;;2035;HLR_Direct_Electric;AT;110,7232706;-10,3426406;-10%
2040;HLR_Direct_Electric;AT;87,58504596;;2040;HLR_Direct_Electric;AT;98,71373727;-11,1286913;-13%
2045;HLR_Direct_Electric;AT;74,24110589;;2045;HLR_Direct_Electric;AT;85,48021399;-11,2391081;-15%
2050;HLR_Direct_Electric;AT;83,01548771;;2050;HLR_Direct_Electric;AT;97,86467366;-14,84918595;-18%
2018;HLR_Gas_Boiler;AT;208,6149978;;2018;HLR_Gas_Boiler;AT;206,47574;2,13925778;1%
2025;HLR_Gas_Boiler;AT;0;;2025;HLR_Gas_Boiler;AT;0;0;#DIV/0!
2030;HLR_Gas_Boiler;AT;1,166589551;;2030;HLR_Gas_Boiler;AT;0,391570793;0,775018757;66%
2035;HLR_Gas_Boiler;AT;0;;2035;HLR_Gas_Boiler;AT;0;0;#DIV/0!
2040;HLR_Gas_Boiler;AT;0;;2040;HLR_Gas_Boiler;AT;0;0;#DIV/0!
2045;HLR_Gas_Boiler;AT;0;;2045;HLR_Gas_Boiler;AT;0;0;#DIV/0!
2050;HLR_Gas_Boiler;AT;0;;2050;HLR_Gas_Boiler;AT;0;0;#DIV/0!
2018;HLR_Geothermal;AT;0;;2018;HLR_Geothermal;AT;0;0;#DIV/0!
2025;HLR_Geothermal;AT;0;;2025;HLR_Geothermal;AT;0;0;#DIV/0!
2030;HLR_Geothermal;AT;0;;2030;HLR_Geothermal;AT;0;0;#DIV/0!
2035;HLR_Geothermal;AT;0;;2035;HLR_Geothermal;AT;0;0;#DIV/0!
2040;HLR_Geothermal;AT;0;;2040;HLR_Geothermal;AT;0;0;#DIV/0!
2045;HLR_Geothermal;AT;0;;2045;HLR_Geothermal;AT;0;0;#DIV/0!
2050;HLR_Geothermal;AT;0;;2050;HLR_Geothermal;AT;0;0;#DIV/0!
2018;HLR_H2_Boiler;AT;0;;2018;HLR_H2_Boiler;AT;0;0;#DIV/0!
2025;HLR_H2_Boiler;AT;0;;2025;HLR_H2_Boiler;AT;0,145929557;-0,145929557;#DIV/0!
2030;HLR_H2_Boiler;AT;0;;2030;HLR_H2_Boiler;AT;3,68452918;-3,68452918;#DIV/0!
2035;HLR_H2_Boiler;AT;0;;2035;HLR_H2_Boiler;AT;3,68452918;-3,68452918;#DIV/0!
2040;HLR_H2_Boiler;AT;0;;2040;HLR_H2_Boiler;AT;0;0;#DIV/0!
2045;HLR_H2_Boiler;AT;0;;2045;HLR_H2_Boiler;AT;1,245833039;-1,245833039;#DIV/0!
2050;HLR_H2_Boiler;AT;12,27615201;;2050;HLR_H2_Boiler;AT;17,00158628;-4,725434269;-38%
2018;HLR_Hardcoal;AT;0,479649946;;2018;HLR_Hardcoal;AT;0,479649946;0;0%
2025;HLR_Hardcoal;AT;0;;2025;HLR_Hardcoal;AT;0;0;#DIV/0!
2030;HLR_Hardcoal;AT;0;;2030;HLR_Hardcoal;AT;0;0;#DIV/0!
2035;HLR_Hardcoal;AT;0;;2035;HLR_Hardcoal;AT;0;0;#DIV/0!
2040;HLR_Hardcoal;AT;0;;2040;HLR_Hardcoal;AT;0;0;#DIV/0!
2045;HLR_Hardcoal;AT;0;;2045;HLR_Hardcoal;AT;0;0;#DIV/0!
2050;HLR_Hardcoal;AT;0;;2050;HLR_Hardcoal;AT;0;0;#DIV/0!
2018;HLR_Heatpump_Aerial;AT;0;;2018;HLR_Heatpump_Aerial;AT;0;0;#DIV/0!
2025;HLR_Heatpump_Aerial;AT;50,15592037;;2025;HLR_Heatpump_Aerial;AT;50,42173921;-0,26581884;-1%
2030;HLR_Heatpump_Aerial;AT;49,13715845;;2030;HLR_Heatpump_Aerial;AT;48,63462969;0,502528761;1%
2035;HLR_Heatpump_Aerial;AT;47,77734529;;2035;HLR_Heatpump_Aerial;AT;47,02039936;0,756945936;2%
2040;HLR_Heatpump_Aerial;AT;45,247167;;2040;HLR_Heatpump_Aerial;AT;44,485751;0,761416004;2%
2045;HLR_Heatpump_Aerial;AT;43,14663936;;2045;HLR_Heatpump_Aerial;AT;40,47173897;2,674900393;6%
2050;HLR_Heatpump_Aerial;AT;10,73217071;;2050;HLR_Heatpump_Aerial;AT;0;10,73217071;100%
2018;HLR_Heatpump_Ground;AT;0;;2018;HLR_Heatpump_Ground;AT;0;0;#DIV/0!
2025;HLR_Heatpump_Ground;AT;1,187237395;;2025;HLR_Heatpump_Ground;AT;1,187237395;0;0%
2030;HLR_Heatpump_Ground;AT;1,164582395;;2030;HLR_Heatpump_Ground;AT;1,164582395;0;0%
2035;HLR_Heatpump_Ground;AT;0,88970179;;2035;HLR_Heatpump_Ground;AT;1,144118966;-0,254417175;-29%
2040;HLR_Heatpump_Ground;AT;0,870268709;;2040;HLR_Heatpump_Ground;AT;1,124685885;-0,254417175;-29%
2045;HLR_Heatpump_Ground;AT;0,854339733;;2045;HLR_Heatpump_Ground;AT;0,911390801;-0,057051068;-7%
2050;HLR_Heatpump_Ground;AT;0;;2050;HLR_Heatpump_Ground;AT;0;0;#DIV/0!
2018;HLR_Lignite;AT;0;;2018;HLR_Lignite;AT;0;0;#DIV/0!
2025;HLR_Lignite;AT;0;;2025;HLR_Lignite;AT;0;0;#DIV/0!
2030;HLR_Lignite;AT;0;;2030;HLR_Lignite;AT;0;0;#DIV/0!
2035;HLR_Lignite;AT;0;;2035;HLR_Lignite;AT;0;0;#DIV/0!
2040;HLR_Lignite;AT;0;;2040;HLR_Lignite;AT;0;0;#DIV/0!
2045;HLR_Lignite;AT;0;;2045;HLR_Lignite;AT;0;0;#DIV/0!
2050;HLR_Lignite;AT;0;;2050;HLR_Lignite;AT;0;0;#DIV/0!
2018;HLR_Oil_Boiler;AT;0;;2018;HLR_Oil_Boiler;AT;0;0;#DIV/0!
2025;HLR_Oil_Boiler;AT;0;;2025;HLR_Oil_Boiler;AT;0;0;#DIV/0!
2030;HLR_Oil_Boiler;AT;0;;2030;HLR_Oil_Boiler;AT;0;0;#DIV/0!
2035;HLR_Oil_Boiler;AT;0;;2035;HLR_Oil_Boiler;AT;0;0;#DIV/0!
2040;HLR_Oil_Boiler;AT;0;;2040;HLR_Oil_Boiler;AT;0;0;#DIV/0!
2045;HLR_Oil_Boiler;AT;0;;2045;HLR_Oil_Boiler;AT;0;0;#DIV/0!
2050;HLR_Oil_Boiler;AT;0;;2050;HLR_Oil_Boiler;AT;0;0;#DIV/0!
2018;HLR_Solar_Thermal;AT;0;;2018;HLR_Solar_Thermal;AT;0;0;#DIV/0!
2025;HLR_Solar_Thermal;AT;84,98140181;;2025;HLR_Solar_Thermal;AT;72,80084096;12,18056085;14%
2030;HLR_Solar_Thermal;AT;84,98140181;;2030;HLR_Solar_Thermal;AT;72,80084096;12,18056085;14%
2035;HLR_Solar_Thermal;AT;84,98140181;;2035;HLR_Solar_Thermal;AT;72,80084096;12,18056085;14%
2040;HLR_Solar_Thermal;AT;83,44844912;;2040;HLR_Solar_Thermal;AT;72,80084096;10,64760816;13%
2045;HLR_Solar_Thermal;AT;82,69191306;;2045;HLR_Solar_Thermal;AT;72,80084096;9,891072104;12%
2050;HLR_Solar_Thermal;AT;81,6656901;;2050;HLR_Solar_Thermal;AT;72,80084096;8,864849146;11%
2018;HMI_Biomass;AT;23,41346391;;2018;HMI_Biomass;AT;23,41346391;0;0%
2025;HMI_Biomass;AT;21,65232326;;2025;HMI_Biomass;AT;5,374416899;16,27790636;75%
2030;HMI_Biomass;AT;20,0780083;;2030;HMI_Biomass;AT;0;20,0780083;100%
2035;HMI_Biomass;AT;18,8974266;;2035;HMI_Biomass;AT;0;18,8974266;100%
2040;HMI_Biomass;AT;12,35169236;;2040;HMI_Biomass;AT;4,996652627;7,355039731;60%
2045;HMI_Biomass;AT;17,80700496;;2045;HMI_Biomass;AT;4,290689137;13,51631583;76%
2050;HMI_Biomass;AT;19,49946802;;2050;HMI_Biomass;AT;4,161823704;15,33764431;79%
2018;HMI_H2;AT;0;;2018;HMI_H2;AT;0;0;#DIV/0!
2025;HMI_H2;AT;0;;2025;HMI_H2;AT;0;0;#DIV/0!
2030;HMI_H2;AT;0;;2030;HMI_H2;AT;0;0;#DIV/0!
2035;HMI_H2;AT;0;;2035;HMI_H2;AT;0;0;#DIV/0!
2040;HMI_H2;AT;0;;2040;HMI_H2;AT;0;0;#DIV/0!
2045;HMI_H2;AT;0;;2045;HMI_H2;AT;0;0;#DIV/0!
2050;HMI_H2;AT;0;;2050;HMI_H2;AT;0;0;#DIV/0!
2018;HMI_Gas;AT;31,49394423;;2018;HMI_Gas;AT;31,53195389;-0,038009655;0%
2025;HMI_Gas;AT;17,847369;;2025;HMI_Gas;AT;34,12527536;-16,27790636;-91%
2030;HMI_Gas;AT;17,39327554;;2030;HMI_Gas;AT;33,25702053;-15,86374499;-91%
2035;HMI_Gas;AT;16,95848229;;2035;HMI_Gas;AT;32,4256689;-15,46718661;-91%
2040;HMI_Gas;AT;16,59288903;;2040;HMI_Gas;AT;31,72663193;-15,1337429;-91%
2045;HMI_Gas;AT;18,08789104;;2045;HMI_Gas;AT;31,9073339;-13,81944286;-76%
2050;HMI_Gas;AT;16,07283416;;2050;HMI_Gas;AT;31,41047847;-15,33764431;-95%
2018;HMI_Gas_CCS;AT;0;;2018;HMI_Gas_CCS;AT;0;0;#DIV/0!
2025;HMI_Gas_CCS;AT;0;;2025;HMI_Gas_CCS;AT;0;0;#DIV/0!
2030;HMI_Gas_CCS;AT;0;;2030;HMI_Gas_CCS;AT;0;0;#DIV/0!
2035;HMI_Gas_CCS;AT;0;;2035;HMI_Gas_CCS;AT;0;0;#DIV/0!
2040;HMI_Gas_CCS;AT;0;;2040;HMI_Gas_CCS;AT;0;0;#DIV/0!
2045;HMI_Gas_CCS;AT;0;;2045;HMI_Gas_CCS;AT;0;0;#DIV/0!
2050;HMI_Gas_CCS;AT;0;;2050;HMI_Gas_CCS;AT;0;0;#DIV/0!
2018;HMI_HardCoal;AT;4,045501152;;2018;HMI_HardCoal;AT;4,045501152;0;0%
2025;HMI_HardCoal;AT;0;;2025;HMI_HardCoal;AT;0;0;#DIV/0!
2030;HMI_HardCoal;AT;0;;2030;HMI_HardCoal;AT;0;0;#DIV/0!
2035;HMI_HardCoal;AT;0;;2035;HMI_HardCoal;AT;0;0;#DIV/0!
2040;HMI_HardCoal;AT;0;;2040;HMI_HardCoal;AT;0;0;#DIV/0!
2045;HMI_HardCoal;AT;0;;2045;HMI_HardCoal;AT;0;0;#DIV/0!
2050;HMI_HardCoal;AT;0;;2050;HMI_HardCoal;AT;0;0;#DIV/0!
2018;HMI_HardCoal_CCS;AT;0;;2018;HMI_HardCoal_CCS;AT;0;0;#DIV/0!
2025;HMI_HardCoal_CCS;AT;0;;2025;HMI_HardCoal_CCS;AT;0;0;#DIV/0!
2030;HMI_HardCoal_CCS;AT;0;;2030;HMI_HardCoal_CCS;AT;0;0;#DIV/0!
2035;HMI_HardCoal_CCS;AT;0;;2035;HMI_HardCoal_CCS;AT;0;0;#DIV/0!
2040;HMI_HardCoal_CCS;AT;0;;2040;HMI_HardCoal_CCS;AT;0;0;#DIV/0!
2045;HMI_HardCoal_CCS;AT;0;;2045;HMI_HardCoal_CCS;AT;0;0;#DIV/0!
2050;HMI_HardCoal_CCS;AT;0;;2050;HMI_HardCoal_CCS;AT;0;0;#DIV/0!
2018;HMI_Oil;AT;0;;2018;HMI_Oil;AT;0;0;#DIV/0!
2025;HMI_Oil;AT;0;;2025;HMI_Oil;AT;0;0;#DIV/0!
2030;HMI_Oil;AT;0;;2030;HMI_Oil;AT;0;0;#DIV/0!
2035;HMI_Oil;AT;0;;2035;HMI_Oil;AT;0;0;#DIV/0!
2040;HMI_Oil;AT;0;;2040;HMI_Oil;AT;0;0;#DIV/0!
2045;HMI_Oil;AT;0;;2045;HMI_Oil;AT;0;0;#DIV/0!
2050;HMI_Oil;AT;0;;2050;HMI_Oil;AT;0;0;#DIV/0!
2018;HMI_Steam_Electric;AT;0,068609722;;2018;HMI_Steam_Electric;AT;0,030600066;0,038009655;55%
2025;HMI_Steam_Electric;AT;17,11272103;;2025;HMI_Steam_Electric;AT;17,11272103;0;0%
2030;HMI_Steam_Electric;AT;17,70073078;;2030;HMI_Steam_Electric;AT;21,91499409;-4,214263309;-24%
2035;HMI_Steam_Electric;AT;17,93692794;;2035;HMI_Steam_Electric;AT;21,36716793;-3,430239991;-19%
2040;HMI_Steam_Electric;AT;23,68858216;;2040;HMI_Steam_Electric;AT;15,90987899;7,778703173;33%
